figure,model,dataset,solution,x,value,source_id,source_kind,source_locator,source_sha256,value_note
fig9b_gpu_overhead_breakdown,JODIE,RT,Warp divergence,,42.1,workbook_b,exact_workbook_value,Sheet1!J5,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,RT,Dependency synchronization,,34.8,workbook_b,exact_workbook_value,Sheet1!K5,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,RT,Dynamic dependency bookkeeping,,23.1,workbook_b,exact_workbook_value,Sheet1!L5,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,LM,Warp divergence,,55.4,workbook_b,exact_workbook_value,Sheet1!J6,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,LM,Dependency synchronization,,27.5,workbook_b,exact_workbook_value,Sheet1!K6,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,LM,Dynamic dependency bookkeeping,,17.1,workbook_b,exact_workbook_value,Sheet1!L6,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,WT,Warp divergence,,34.6,workbook_b,exact_workbook_value,Sheet1!J7,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,WT,Dependency synchronization,,38.5,workbook_b,exact_workbook_value,Sheet1!K7,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,WT,Dynamic dependency bookkeeping,,26.9,workbook_b,exact_workbook_value,Sheet1!L7,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,GT,Warp divergence,,29.3,workbook_b,exact_workbook_value,Sheet1!J8,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,GT,Dependency synchronization,,51.5,workbook_b,exact_workbook_value,Sheet1!K8,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,JODIE,GT,Dynamic dependency bookkeeping,,19.2,workbook_b,exact_workbook_value,Sheet1!L8,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WK,Warp divergence,,35.8,workbook_b,exact_workbook_value,Sheet1!J9,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WK,Dependency synchronization,,34.8,workbook_b,exact_workbook_value,Sheet1!K9,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WK,Dynamic dependency bookkeeping,,29.4,workbook_b,exact_workbook_value,Sheet1!L9,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,MC,Warp divergence,,38.2,workbook_b,exact_workbook_value,Sheet1!J10,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,MC,Dependency synchronization,,33.6,workbook_b,exact_workbook_value,Sheet1!K10,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,MC,Dynamic dependency bookkeeping,,28.2,workbook_b,exact_workbook_value,Sheet1!L10,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,RT,Warp divergence,,40.5,workbook_b,exact_workbook_value,Sheet1!J11,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,RT,Dependency synchronization,,31.5,workbook_b,exact_workbook_value,Sheet1!K11,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,RT,Dynamic dependency bookkeeping,,28.0,workbook_b,exact_workbook_value,Sheet1!L11,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,LM,Warp divergence,,52.6,workbook_b,exact_workbook_value,Sheet1!J12,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,LM,Dependency synchronization,,25.4,workbook_b,exact_workbook_value,Sheet1!K12,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,LM,Dynamic dependency bookkeeping,,22.0,workbook_b,exact_workbook_value,Sheet1!L12,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WT,Warp divergence,,32.1,workbook_b,exact_workbook_value,Sheet1!J13,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WT,Dependency synchronization,,35.5,workbook_b,exact_workbook_value,Sheet1!K13,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,WT,Dynamic dependency bookkeeping,,32.4,workbook_b,exact_workbook_value,Sheet1!L13,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,GT,Warp divergence,,26.8,workbook_b,exact_workbook_value,Sheet1!J14,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,GT,Dependency synchronization,,48.7,workbook_b,exact_workbook_value,Sheet1!K14,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGN,GT,Dynamic dependency bookkeeping,,24.5,workbook_b,exact_workbook_value,Sheet1!L14,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WK,Warp divergence,,74.8,workbook_b,exact_workbook_value,Sheet1!J15,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WK,Dependency synchronization,,8.1,workbook_b,exact_workbook_value,Sheet1!K15,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WK,Dynamic dependency bookkeeping,,17.1,workbook_b,exact_workbook_value,Sheet1!L15,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,MC,Warp divergence,,76.5,workbook_b,exact_workbook_value,Sheet1!J16,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,MC,Dependency synchronization,,7.4,workbook_b,exact_workbook_value,Sheet1!K16,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,MC,Dynamic dependency bookkeeping,,16.1,workbook_b,exact_workbook_value,Sheet1!L16,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,RT,Warp divergence,,78.2,workbook_b,exact_workbook_value,Sheet1!J17,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,RT,Dependency synchronization,,6.5,workbook_b,exact_workbook_value,Sheet1!K17,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,RT,Dynamic dependency bookkeeping,,15.3,workbook_b,exact_workbook_value,Sheet1!L17,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,LM,Warp divergence,,84.6,workbook_b,exact_workbook_value,Sheet1!J18,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,LM,Dependency synchronization,,5.2,workbook_b,exact_workbook_value,Sheet1!K18,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,LM,Dynamic dependency bookkeeping,,10.2,workbook_b,exact_workbook_value,Sheet1!L18,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WT,Warp divergence,,70.4,workbook_b,exact_workbook_value,Sheet1!J19,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WT,Dependency synchronization,,10.6,workbook_b,exact_workbook_value,Sheet1!K19,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,WT,Dynamic dependency bookkeeping,,19.0,workbook_b,exact_workbook_value,Sheet1!L19,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,GT,Warp divergence,,64.5,workbook_b,exact_workbook_value,Sheet1!J20,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,GT,Dependency synchronization,,15.3,workbook_b,exact_workbook_value,Sheet1!K20,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,TGAT,GT,Dynamic dependency bookkeeping,,20.2,workbook_b,exact_workbook_value,Sheet1!L20,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WK,Warp divergence,,41.5,workbook_b,exact_workbook_value,Sheet1!J21,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WK,Dependency synchronization,,36.2,workbook_b,exact_workbook_value,Sheet1!K21,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WK,Dynamic dependency bookkeeping,,22.3,workbook_b,exact_workbook_value,Sheet1!L21,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,MC,Warp divergence,,44.8,workbook_b,exact_workbook_value,Sheet1!J22,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,MC,Dependency synchronization,,34.1,workbook_b,exact_workbook_value,Sheet1!K22,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,MC,Dynamic dependency bookkeeping,,21.1,workbook_b,exact_workbook_value,Sheet1!L22,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,RT,Warp divergence,,46.7,workbook_b,exact_workbook_value,Sheet1!J23,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,RT,Dependency synchronization,,32.5,workbook_b,exact_workbook_value,Sheet1!K23,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,RT,Dynamic dependency bookkeeping,,20.8,workbook_b,exact_workbook_value,Sheet1!L23,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,LM,Warp divergence,,58.2,workbook_b,exact_workbook_value,Sheet1!J24,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,LM,Dependency synchronization,,25.6,workbook_b,exact_workbook_value,Sheet1!K24,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,LM,Dynamic dependency bookkeeping,,16.2,workbook_b,exact_workbook_value,Sheet1!L24,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WT,Warp divergence,,37.8,workbook_b,exact_workbook_value,Sheet1!J25,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WT,Dependency synchronization,,39.8,workbook_b,exact_workbook_value,Sheet1!K25,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,WT,Dynamic dependency bookkeeping,,22.4,workbook_b,exact_workbook_value,Sheet1!L25,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,GT,Warp divergence,,32.5,workbook_b,exact_workbook_value,Sheet1!J26,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,GT,Dependency synchronization,,48.2,workbook_b,exact_workbook_value,Sheet1!K26,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,APAN,GT,Dynamic dependency bookkeeping,,19.3,workbook_b,exact_workbook_value,Sheet1!L26,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Exact numeric cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,AVG,AVG,Warp divergence,,49.1,workbook_b,exact_workbook_value,Sheet1!J27,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Explicit average cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,AVG,AVG,Dependency synchronization,,29.4,workbook_b,exact_workbook_value,Sheet1!K27,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Explicit average cell from the author plotting workbook.
fig9b_gpu_overhead_breakdown,AVG,AVG,Dynamic dependency bookkeeping,,21.5,workbook_b,exact_workbook_value,Sheet1!L27,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,Explicit average cell from the author plotting workbook.
fig10_speedup_tglite_cpu,JODIE,WK,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WK,Cascade,,5.42,workbook_b,exact_workbook_value,Sheet1!T31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WK,TempGNN-G,,11.15,workbook_b,exact_workbook_value,Sheet1!U31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WK,TempGNN,,128.4,workbook_b,exact_workbook_value,Sheet1!V31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,MC,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,MC,Cascade,,4.88,workbook_b,exact_workbook_value,Sheet1!T32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,MC,TempGNN-G,,9.64,workbook_b,exact_workbook_value,Sheet1!U32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,MC,TempGNN,,121.5,workbook_b,exact_workbook_value,Sheet1!V32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,RT,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,RT,Cascade,,5.12,workbook_b,exact_workbook_value,Sheet1!T33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,RT,TempGNN-G,,10.25,workbook_b,exact_workbook_value,Sheet1!U33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,RT,TempGNN,,131.2,workbook_b,exact_workbook_value,Sheet1!V33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,LM,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,LM,Cascade,,4.65,workbook_b,exact_workbook_value,Sheet1!T34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,LM,TempGNN-G,,8.84,workbook_b,exact_workbook_value,Sheet1!U34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,LM,TempGNN,,108.6,workbook_b,exact_workbook_value,Sheet1!V34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WT,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WT,Cascade,,3.95,workbook_b,exact_workbook_value,Sheet1!T35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WT,TempGNN-G,,9.12,workbook_b,exact_workbook_value,Sheet1!U35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,WT,TempGNN,,152.4,workbook_b,exact_workbook_value,Sheet1!V35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,GT,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,GT,Cascade,,3.82,workbook_b,exact_workbook_value,Sheet1!T36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,GT,TempGNN-G,,9.55,workbook_b,exact_workbook_value,Sheet1!U36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,JODIE,GT,TempGNN,,168.5,workbook_b,exact_workbook_value,Sheet1!V36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,TGN,WK,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,TGN,WK,Cascade,,4.95,workbook_b,exact_workbook_value,Sheet1!T37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,TGN,WK,TempGNN-G,,10.22,workbook_b,exact_workbook_value,Sheet1!U37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,TGN,WK,TempGNN,,132.8,workbook_b,exact_workbook_value,Sheet1!V37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
fig10_speedup_tglite_cpu,TGN,MC,TGLite-CPU,,1.0,workbook_b,exact_workbook_value,Sheet1!S38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
